activity_new,channel_sales,cons_12m,cons_gas_12m,cons_last_month,forecast_base_bill_ele,forecast_base_bill_year,forecast_bill_12m,forecast_cons,forecast_cons_12m,forecast_cons_year,forecast_discount_energy,forecast_meter_rent_12m,forecast_price_energy_p1,forecast_price_energy_p2,forecast_price_pow_p1,has_gas,imp_cons,margin_gross_pow_ele,margin_net_pow_ele,nb_prod_act,net_margin,num_years_antig,origin_up,pow_max,price_p1_var_mean,price_p1_var_std,price_p1_var_min,price_p1_var_max,price_p2_var_mean,price_p2_var_std,price_p2_var_min,price_p2_var_max,price_p3_var_mean,price_p3_var_std,price_p3_var_min,price_p3_var_max,price_p1_fix_mean,price_p1_fix_std,price_p1_fix_min,price_p1_fix_max,price_p2_fix_mean,price_p2_fix_std,price_p2_fix_min,price_p2_fix_max,price_p3_fix_mean,price_p3_fix_std,price_p3_fix_min,price_p3_fix_max,price_p1_var_change,price_p2_var_change,price_p3_var_change,price_p1_fix_change,price_p2_fix_change,price_p3_fix_change,price_energy_peak_offpeak_spread,price_p1_var_max_monthly_move,tenure_years,months_to_end,months_to_renewal,months_since_modif,lifespan_years,cons_per_product,recent_cons_ratio,net_margin_per_cons,is_dual_fuel,has_forecast_bill,churn
other,usilxuppasemubllopkaafesmlibmsdf,8069.0,0.0,0.0,,,,,1200.72,0.0,0.0,15.2,0.141666,0.0,44.31137796,0.0,0.0,13.4,13.4,1,109.77,4,lxidpiddsbxsbosboudacockeimpuepw,13.856,0.14746283333333335,0.003703929997211415,0.143442,0.151367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.370635359999994,0.09154352116285497,44.26692996,44.44470996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007829000000000003,0.0,0.0,0.17777879999999868,0.0,0.0,0.14746283333333335,0.0044620000000000215,4.26009582477755,8.902759526938238,-3.088042049934297,5.683311432325887,4.26009582477755,8069.0,0.0,0.013603916222580245,0,0,0
missing,foosdfpfkusacimwkcsosbicdxkicaua,2719.0,0.0,449.0,,,,,408.17,449.0,0.0,18.32,0.144039,0.0,46.30537836,0.0,64.89,29.56,29.56,1,33.27,4,lxidpiddsbxsbosboudacockeimpuepw,15.0,0.15000933333333333,0.0032195870523840093,0.144524,0.152445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.26693036,5.908391611818393e-07,44.26692996,44.26693116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007920999999999984,0.0,0.0,-1.1999999998124622e-06,0.0,0.0,0.15000933333333333,0.004461999999999994,4.046543463381246,11.465177398160314,-0.5256241787122208,2.0039421813403417,4.046543463381246,2719.0,1.9816108863552775,0.012236116219198236,0,0,0
missing,foosdfpfkusacimwkcsosbicdxkicaua,42205.0,0.0,3489.0,,,,,4069.58,3489.0,0.0,130.43,0.1128599999999999,0.096521,40.606701,0.0,336.38,15.66,15.66,2,423.42,4,lxidpiddsbxsbosboudacockeimpuepw,25.0,0.12019681818181818,0.0041585042219091685,0.115854,0.124015,0.10013163636363637,0.00188945718515806,0.098169,0.102338,0.07025218181818181,0.0022425225447331334,0.06791,0.072249,40.65483245454545,0.0850798972998512,40.56596939999999,40.728885,24.392898512727275,0.05104793837990871,24.33958068,24.43733004,16.26193394181818,0.03403195891993952,16.22638872,16.29155496,-0.007921999999999998,-0.003483999999999987,0.004284999999999997,0.16291560000000516,0.09774935999999812,0.06516623999999993,0.020065181818181815,0.008161000000000002,3.5811088295687883,7.818659658344283,-4.1721419185282524,18.922470433639948,3.5811088295687883,21102.5,0.9920151640800853,0.010032460608932592,0,0,0
missing,foosdfpfkusacimwkcsosbicdxkicaua,5806.0,0.0,0.0,0.0,0.0,1270.91,0.0,882.02,0.0,0.0,16.0,0.147506,0.0,45.30837756,0.0,0.0,14.68,14.68,1,93.1,5,lxidpiddsbxsbosboudacockeimpuepw,10.39,0.1513245,0.0021468520929702867,0.148586,0.153048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.61137656,0.3892493163809735,44.44470996,45.44470956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0036479999999999846,0.0,0.0,0.9999996000000024,0.0,0.0,0.1513245,0.004461999999999994,5.1827515400410675,9.789750328515112,-2.102496714848883,18.166885676741128,5.1827515400410675,5806.0,0.0,0.016035136066138475,0,1,0
missing,,1335.0,0.0,0.0,,,,,201.38,0.0,0.0,0.0,0.146694,0.0,44.31137796,0.0,0.0,37.56,37.56,1,21.05,6,lxidpiddsbxsbosboudacockeimpuepw,15.0,0.1507005,0.0024116110232109893,0.147983,0.153133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.26693036,5.908391611818393e-07,44.26692996,44.26693116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005149999999999988,0.0,0.0,-1.1999999998124622e-06,0.0,0.0,0.1507005,0.004461999999999994,5.9110198494182065,1.0512483574244416,-10.709592641261498,70.92641261498028,5.9110198494182065,1335.0,0.0,0.015767790262172284,0,0,0
missing,foosdfpfkusacimwkcsosbicdxkicaua,16947.0,0.0,510.0,,,,,481.62,286.0,0.0,13.38,0.146694,0.0,44.31137796,0.0,42.16,32.88,32.88,1,45.59,5,lxidpiddsbxsbosboudacockeimpuepw,13.15,0.15047936363636363,0.0023983238844129174,0.147983,0.153133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.26693028727272,5.605192415499195e-07,44.26692996,44.26693116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005149999999999988,0.0,0.0,-1.1999999998124622e-06,0.0,0.0,0.15047936363636363,0.004461999999999994,4.917180013689254,0.9855453350854139,-10.972404730617608,59.00131406044678,4.917180013689254,16947.0,0.36112586298459903,0.002690151649259456,0,0,0
missing,foosdfpfkusacimwkcsosbicdxkicaua,59865.0,0.0,8895.0,1392.87,1392.87,9323.02,1287.1,8809.63,8895.0,0.0,16.99,0.142819,0.0,44.31137796,0.0,1287.1,14.7,14.7,1,701.88,3,lxidpiddsbxsbosboudacockeimpuepw,13.856,0.14684583333333331,0.0020242647075075465,0.144015,0.148477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.32619026,0.08753259950194095,44.26692996,44.44470996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0037780000000000036,0.0,0.0,0.17777879999999868,0.0,0.0,0.14684583333333331,0.004461999999999994,3.3921971252566734,7.293035479632063,-4.697766097240473,26.018396846254927,3.3921971252566734,59865.0,1.7830117764971185,0.011724379854673015,0,1,1
ckfxocssowaeipxueikxcmaxdmcduxsa,foosdfpfkusacimwkcsosbicdxkicaua,9710.0,0.0,645.0,,,,,997.53,645.0,0.0,130.31,0.1165089999999999,0.101397,40.9390266,0.0,63.64,25.82,25.82,1,125.94,4,lxidpiddsbxsbosboudacockeimpuepw,24.8,0.12561666666666663,0.005606532039964726,0.119426,0.1310319999999999,0.10513733333333335,0.0036398383663747156,0.101266,0.108896,0.07490424999999999,0.0018103730466900486,0.073424,0.076955,40.565971499999996,1.8537431438474394e-06,40.56596939999999,40.565973,24.339579139999998,1.3594116379235292e-06,24.33957804,24.33958068,16.22638536,2.965989026474443e-06,16.22638296,16.22638872,-0.011605999999999894,-0.007630000000000012,-0.0035309999999999925,3.600000006542814e-06,-2.640000001719045e-06,-5.760000000520904e-06,0.02047933333333328,0.008128999999999997,4.0657084188911705,11.235216819973719,-0.7555847568988173,7.293035479632063,4.0657084188911705,9710.0,0.7971163748712667,0.012970133882595263,0,0,0
other,foosdfpfkusacimwkcsosbicdxkicaua,26152.0,0.0,2661.0,,,,,153.62,181.0,0.0,18.75,0.1458839999999999,0.0,44.31137796,0.0,26.72,30.22,30.22,1,14.47,7,ldkssxwpmemidmecebumciepifcamkci,13.2,0.1499685833333333,0.0020420223691381047,0.147773,0.1522349999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.44470995999999,0.0,44.44470996,44.44470996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002833000000000002,0.0,0.0,0.0,0.0,0.0,0.1499685833333333,0.0044619999999999105,6.836413415468857,1.9710906701708277,-9.789750328515112,18.166885676741128,6.836413415468857,26152.0,1.221015601101254,0.0005533037626185378,0,0,0
other,,1001492.0,159816.0,112397.0,,,,,1497.46,126.0,0.0,131.8,0.115174,0.098837,40.606701,1.0,14.19,37.08,37.08,2,162.77,7,ldkssxwpmemidmecebumciepifcamkci,29.7,0.12246281818181819,0.0041065885310847,0.118175,0.126336,0.10218999999999999,0.001667154162037794,0.100491,0.1046599999999999,0.07316636363636364,0.0015610321760122158,0.071536,0.07457,40.65483245454545,0.0850798972998512,40.56596939999999,40.728885,24.392898512727275,0.05104793837990871,24.33958068,24.43733004,16.26193394181818,0.03403195891993952,16.22638872,16.29155496,-0.007801000000000002,-0.002904000000000004,0.0029799999999999965,0.16291560000000516,0.09774935999999812,0.06516623999999993,0.020272818181818197,0.008161000000000002,6.477754962354552,5.519053876478318,-6.307490144546649,77.72667542706964,6.477754962354552,500746.0,1.3467546420740255,0.00016252750895663672,1,0,0
other,ewpakwlliwisiwduibdlfmalxowmwpci,17561.0,0.0,1554.0,,,,,2602.01,1554.0,0.0,18.32,0.1446309999999999,0.0,44.31137796,0.0,227.69,10.0,10.0,1,223.68,4,lxidpiddsbxsbosboudacockeimpuepw,15.0,0.14816936363636363,0.0019490587611833447,0.145093,0.149555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.31541585090909,0.08304064511792968,44.26692996,44.44470996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003037999999999985,0.0,0.0,0.17777879999999868,0.0,0.0,0.14816936363636363,0.004461999999999994,4.16974674880219,9.95400788436268,-2.0039421813403417,50.03285151116951,4.16974674880219,17561.0,1.0618985251409372,0.012737315642617163,0,0,0
missing,,3208.0,0.0,548.0,,,,,482.46,548.0,0.0,16.63,0.145541,0.0,44.31137796,0.0,80.4,25.92,25.92,1,50.52,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.35,0.15060483333333333,0.002548118801045678,0.146835,0.153133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.26693046,6.179143800823807e-07,44.26692996,44.26693116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006297999999999998,0.0,0.0,-1.1999999998124622e-06,0.0,0.0,0.15060483333333333,0.004461999999999994,5.88911704312115,1.314060446780552,-10.64388961892247,0.5256241787122208,5.88911704312115,3208.0,2.0498753117206983,0.015748129675810473,0,0,0
missing,foosdfpfkusacimwkcsosbicdxkicaua,2198.0,0.0,196.0,,,,,217.58,196.0,0.0,118.95,0.1151819999999999,0.098841,40.606701,0.0,18.89,23.47,23.47,1,28.15,5,lxidpiddsbxsbosboudacockeimpuepw,17.320999999999998,0.12445808333333334,0.005581752111012079,0.118175,0.129444,0.1039175,0.003089224306874109,0.100491,0.106863,0.07451016666666667,0.0006281547049360777,0.073261,0.075004,40.6338515,0.08388938042977118,40.56596939999999,40.728885,24.380309139999998,0.050334334448699024,24.33957804,24.43733004,16.25354036,0.033556811513894585,16.22638296,16.29155496,-0.011269000000000001,-0.006372000000000003,-0.0004880000000000023,0.16291560000000516,0.09774935999999812,0.06516623999999993,0.020540583333333348,0.009526000000000007,4.427104722792608,6.898817345597897,-5.059132720105125,6.504599211563732,4.427104722792608,2198.0,1.070063694267516,0.012807097361237488,0,0,0
kkklcdamwfafdcfwofuscwfwadblfmce,lmkebamcaaclubfxadlmueccxoimlema,19921.0,0.0,0.0,,,,,1441.95,0.0,0.0,20.69,0.146348,0.0,45.30837756,0.0,0.0,16.08,16.08,1,141.16,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.2,0.147958,0.0021482492660515216,0.145093,0.149555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.36507856,0.33999559007794594,44.26692996,45.44470956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013159999999999838,0.0,0.0,1.1777784000000011,0.0,0.0,0.147958,0.004461999999999994,6.09719370294319,10.840998685939553,-1.149802890932983,73.16031537450722,6.09719370294319,19921.0,0.0,0.007085989659153657,0,0,0
other,foosdfpfkusacimwkcsosbicdxkicaua,51478.0,0.0,3016.0,517.08,517.08,9406.69,312.02,5628.17,3016.0,0.0,145.4,0.1186359999999999,0.10175,40.606701,0.0,312.02,17.74,17.74,1,589.9,4,lxidpiddsbxsbosboudacockeimpuepw,19.8,0.1264915833333333,0.004278539033963735,0.121647,0.130144,0.10595441666666666,0.002250050644211183,0.103413,0.10802,0.0751825,0.0005459737755939978,0.074278,0.075514,40.68815609999999,0.07368135241304521,40.56596939999999,40.728885,24.4128927,0.04420881144782419,24.33958068,24.43733004,16.2752634,0.029472540965216162,16.22638872,16.29155496,-0.008497000000000005,-0.004607,0.0011820000000000025,0.16291560000000516,0.09774935999999812,0.06516623999999993,0.020537166666666634,0.00816099999999989,3.780971937029432,2.628120893561104,-9.329829172141919,27.562417871222074,5.136208076659822,51478.0,0.7030576168460314,0.011459264151676444,0,1,0
missing,foosdfpfkusacimwkcsosbicdxkicaua,7059.0,0.0,0.0,,,,,1063.08,0.0,0.0,0.0,0.1457109999999999,0.0,44.31137796,0.0,0.0,25.56,25.56,1,114.14,3,,13.856,0.14972016666666668,0.002016776538454506,0.1476,0.152062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.37063526,0.09154364474601649,44.26692996,44.44470996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001449999999999979,0.0,0.0,0.17777879999999868,0.0,0.0,0.14972016666666668,0.004461999999999994,3.2087611225188226,9.494086727989487,-2.4967148488830486,20.006570302233904,3.2087611225188226,7059.0,0.0,0.016169429097605895,0,0,0
other,,17538.0,0.0,4104.0,,,,,1544.72,4104.0,0.0,143.53,0.1005279999999999,0.092955,58.99595196,0.0,353.96,-2.7,-2.7,1,168.6,7,ldkssxwpmemidmecebumciepifcamkci,10.3,0.10791141666666666,0.0029840115299050083,0.104531,0.110326,0.09645908333333329,0.0016040027464459654,0.0946419999999999,0.097757,0.071661,0.0,0.071661,0.071661,58.936777510000006,3.027780466320255e-06,58.93677408,58.93677996,36.3447232,2.7188232758470583e-06,36.344721,36.34472628,8.33426184,1.4829945128638193e-06,8.33426016,8.33426304,-0.005794999999999995,-0.00311500000000009,0.0,5.880000003344321e-06,-5.28000000343809e-06,2.880000000260452e-06,0.01145233333333337,0.005794999999999995,6.965092402464066,11.465177398160314,-0.5256241787122208,1.4783180026281209,6.965092402464066,17538.0,2.8080738966814915,0.009613410879233664,0,0,0
other,usilxuppasemubllopkaafesmlibmsdf,4118.0,0.0,0.0,,,,,624.31,0.0,0.0,37.43,0.147506,0.0,45.80687796,0.0,0.0,18.99,18.99,1,69.23,3,ldkssxwpmemidmecebumciepifcamkci,11.5,0.15125666666666668,0.0022246384520690607,0.148586,0.153048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.56970995999999,0.4330127018922193,44.44470996,45.94470996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0036479999999999846,0.0,0.0,1.5,0.0,0.0,0.15125666666666668,0.004461999999999994,3.1156741957563314,10.611038107752956,-1.3469119579500657,18.166885676741128,3.1156741957563314,4118.0,0.0,0.016811559009227782,0,0,0
missing,,18187.0,0.0,1765.0,,,,,433.28,254.0,0.0,13.76,0.146348,0.0,46.30537836,0.0,37.55,30.36,30.36,1,40.73,6,lxidpiddsbxsbosboudacockeimpuepw,15.0,0.14986466666666667,0.0022066352556585184,0.147173,0.151635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.44841216,0.6286708926290651,44.26692996,46.44471036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0033959999999999824,0.0,0.0,2.1777792000000034,0.0,0.0,0.14986466666666667,0.004461999999999994,6.160164271047228,10.085413929040735,-1.9053876478318001,73.91590013140605,6.160164271047228,18187.0,1.1645680980920439,0.002239511739154341,0,0,0
other,usilxuppasemubllopkaafesmlibmsdf,79774.0,0.0,9801.0,,,,,5932.47,5975.0,0.0,133.03,0.1151819999999999,0.098841,40.606701,0.0,562.73,9.11,9.11,1,619.68,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,19.0,0.12344658333333332,0.004695612680680729,0.118175,0.12771,0.10290658333333332,0.0022229121545777994,0.100491,0.10513,0.07349866666666667,0.001095910442038808,0.071527,0.074516,40.6338515,0.08388938042977118,40.56596939999999,40.728885,24.380309139999998,0.050334334448699024,24.33957804,24.43733004,16.25354036,0.033556811513894585,16.22638296,16.29155496,-0.009534999999999988,-0.004639000000000004,0.0012459999999999971,0.16291560000000516,0.09774935999999812,0.06516623999999993,0.020540000000000003,0.007791999999999993,4.435318275154004,6.800262812089356,-5.19053876478318,6.504599211563732,4.435318275154004,79774.0,1.4743149397046658,0.00776794444305162,0,0,0
apdekpcbwosbxepsfxclislboipuxpop,lmkebamcaaclubfxadlmueccxoimlema,6207104.0,41532.0,558120.0,,,,,8204.52,8371.0,0.0,599.31,0.113323,0.096984,40.606701,1.0,767.35,23.7,23.7,2,796.05,5,lxidpiddsbxsbosboudacockeimpuepw,63.0,0.1216339166666666,0.004551028863861061,0.116318,0.1253119999999999,0.10095691666666666,0.0020804615509909087,0.098471,0.10264,0.07131783333333333,0.0009906343085787726,0.0706,0.072659,40.728885,0.0,40.728885,40.728885,24.437330039999996,0.0,24.43733004,24.43733004,16.29155496,0.0,16.29155496,16.29155496,-0.008993999999999891,-0.004006999999999997,0.0020050000000000068,0.0,0.0,0.0,0.020676999999999945,0.00816099999999989,4.848733744010952,6.9973718791064385,-4.993429697766097,19.053876478318003,4.848733744010952,3103552.0,1.078995937557998,0.00012824821365970345,1,0,0
ckfxocssowaeipxueikxcmaxdmcduxsa,foosdfpfkusacimwkcsosbicdxkicaua,41606.0,0.0,2084.0,,,,,0.0,0.0,0.0,18.47,0.146688,0.0,44.31137796,0.0,0.0,27.72,27.72,1,0.0,4,lxidpiddsbxsbosboudacockeimpuepw,11.085,0.15064316666666666,0.002356062270875368,0.147983,0.153133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.26693036,5.908391611818393e-07,44.26692996,44.26693116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005149999999999988,0.0,0.0,-1.1999999998124622e-06,0.0,0.0,0.15064316666666666,0.004461999999999994,3.9288158795345653,12.877792378449408,0.8869908015768725,47.1419185282523,3.9288158795345653,41606.0,0.6010671537758977,0.0,0,0,0
missing,foosdfpfkusacimwkcsosbicdxkicaua,6490.0,0.0,661.0,,,,,458.55,475.0,0.0,130.09,0.1157609999999999,0.099419,40.606701,0.0,46.62,27.44,27.44,1,53.27,3,lxidpiddsbxsbosboudacockeimpuepw,17.320999999999998,0.12468283333333334,0.005282800683407066,0.118755,0.129444,0.10421766666666667,0.002824324676588706,0.101071,0.106863,0.07495774999999999,0.0003549504766993699,0.0738429999999999,0.07515,40.6474275,0.08507958396583772,40.56596939999999,40.728885,24.38845514,0.051048168167587754,24.33957804,24.43733004,16.25897136,0.03403246030051558,16.22638296,16.29155496,-0.010689000000000004,-0.0057920000000000055,9.199999999999486e-05,0.16291560000000516,0.09774935999999812,0.06516623999999993,0.020465166666666673,0.008161000000000002,2.5735797399041753,5.124835742444152,-6.603153745072273,7.35873850197109,2.5735797399041753,6490.0,1.2221879815100154,0.008208012326656395,0,0,0
other,,4674.0,0.0,321.0,,,,,481.01,321.0,0.0,131.37,0.115174,0.098837,40.606701,0.0,32.82,29.76,29.76,1,50.62,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,26.4,0.12269558333333334,0.004055195577804162,0.117815,0.125976,0.10207958333333333,0.0016610394586924599,0.099226,0.103395,0.07252483333333333,0.00147065290592205,0.071482,0.074516,40.620275199999995,0.0802136533128215,40.56596939999999,40.728885,24.372163360000002,0.04812878283011197,24.33957804,24.43733004,16.248109839999998,0.032086347649956846,16.22638296,16.29155496,-0.007801000000000002,-0.002904000000000004,0.0029799999999999965,0.16291560000000516,0.09774935999999812,0.06516623999999993,0.02061600000000001,0.008161000000000002,6.417522245037645,6.9973718791064385,-4.993429697766097,77.00394218134034,6.417522245037645,4674.0,0.8241335044929397,0.01083012409071459,0,0,0
other,lmkebamcaaclubfxadlmueccxoimlema,5991.0,45560.0,1144.0,,,,,890.8,1144.0,0.0,18.27,0.144038,0.0,45.80687796,1.0,166.08,23.36,23.36,2,74.86,3,lxidpiddsbxsbosboudacockeimpuepw,15.0,0.14905158333333332,0.0025106783023475638,0.145451,0.151048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.296560459999995,0.06920053759919943,44.26692996,44.44470996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005596999999999991,0.0,0.0,0.17777879999999868,0.0,0.0,0.14905158333333332,0.004444000000000087,3.049965776865161,11.366622864651774,-0.5913272010512484,2.0039421813403417,3.049965776865161,2995.5,2.2914371557336004,0.012495409781338675,1,0,0
missing,,3880.0,0.0,0.0,,,,,310.53,0.0,0.0,18.36,0.146694,0.0,44.31137796,0.0,0.0,33.12,33.12,1,33.48,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.2,0.1507005,0.0024116110232109893,0.147983,0.153133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.26693026,5.427204220461904e-07,44.26692996,44.26693116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005149999999999988,0.0,0.0,-1.1999999998124622e-06,0.0,0.0,0.1507005,0.004461999999999994,5.88911704312115,1.314060446780552,-10.64388961892247,70.66360052562418,5.88911704312115,3880.0,0.0,0.008628865979381442,0,0,0
other,,148957.0,18255.0,11686.0,,,,,4754.85,4155.0,0.0,130.35,0.115174,0.098837,40.606701,1.0,407.41,13.68,13.68,2,543.82,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,21.91,0.12302691666666665,0.004258929153892898,0.118175,0.126473,0.10235024999999999,0.0018077825253859856,0.099632,0.103801,0.07271016666666667,0.001333783261208052,0.07176,0.074516,40.728885,0.0,40.728885,40.728885,24.437330039999996,0.0,24.43733004,24.43733004,16.29155496,0.0,16.29155496,16.29155496,-0.008298,-0.0033100000000000074,0.002701999999999996,0.0,0.0,0.0,0.020676666666666663,0.008161000000000099,6.392881587953457,7.293035479632063,-4.697766097240473,13.206307490144546,6.392881587953457,74478.5,0.9414260491282719,0.0036508522593768676,1,0,0
missing,foosdfpfkusacimwkcsosbicdxkicaua,7127.0,5716.0,1433.0,,,,,546.27,1122.0,0.0,95.69,0.120372,0.103487,40.606701,1.0,117.76,34.56,34.56,2,59.48,3,lxidpiddsbxsbosboudacockeimpuepw,15.242,0.12779733333333335,0.003931592860946112,0.123388,0.131549,0.10726091666666666,0.0019289257235491745,0.105155,0.109324,0.07648824999999997,0.001333051872754578,0.074278,0.0772549999999999,40.68815609999999,0.07368135241304521,40.56596939999999,40.728885,24.4128927,0.04420881144782419,24.33958068,24.43733004,16.2752634,0.029472540965216162,16.22638872,16.29155496,-0.006756000000000012,-0.0028650000000000064,0.002923000000000009,0.16291560000000516,0.09774935999999812,0.06516623999999993,0.020536416666666682,0.008161000000000002,2.8281998631074607,2.0696452036793693,-9.888304862023652,33.93561103810775,2.8281998631074607,3563.5,2.4127964080258173,0.008345727515083485,1,0,0
fmwdwsxillemwbbwelxsampiuwwpcdcb,foosdfpfkusacimwkcsosbicdxkicaua,41729.0,0.0,3610.0,489.19,489.19,5739.06,357.92,4291.08,3610.0,0.0,144.8,0.1151819999999999,0.098841,40.606701,0.0,357.92,22.02,22.02,1,490.21,3,lxidpiddsbxsbosboudacockeimpuepw,20.785,0.12328275,0.004535010256077409,0.118175,0.128214,0.10285549999999995,0.002122945359635959,0.100491,0.105543,0.07368925,0.0011093250302446343,0.071814,0.07457,40.728885,0.0,40.728885,40.728885,24.437330039999996,0.0,24.43733004,24.43733004,16.29155496,0.0,16.29155496,16.29155496,-0.008877999999999997,-0.0038909999999999084,0.002121999999999999,0.0,0.0,0.0,0.02042725000000005,0.008161000000000002,2.642026009582478,4.303547963206308,-7.621550591327201,8.114323258869907,2.642026009582478,41729.0,1.038126962064751,0.011747465791176399,0,1,0
missing,,7906.0,17166.0,1370.0,,,,,756.76,684.0,30.0,16.86,0.195763,0.0,45.80687796,1.0,135.04,30.72,30.72,4,44.49,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.35,0.17851299999999995,0.025021795306565002,0.1502109999999999,0.201451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.19969046,0.8265693123487842,44.26693116,45.94470996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0475870000000001,0.0,0.0,1.6777787999999987,0.0,0.0,0.17851299999999995,0.05124000000000009,6.365503080082136,5.716162943495401,-16.36005256241787,6.307490144546649,6.365503080082136,1976.5,2.0794333417657476,0.005627371616493802,1,0,0
missing,lmkebamcaaclubfxadlmueccxoimlema,44066.0,0.0,0.0,,,,,6449.47,0.0,0.0,0.0,0.143801,0.0,44.31137796,0.0,0.0,31.2,31.2,1,568.26,4,ldkssxwpmemidmecebumciepifcamkci,13.856,0.14636166666666664,0.001823496607835572,0.143367,0.147811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.26693026,5.427204220461904e-07,44.26692996,44.26693116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002367999999999898,0.0,0.0,-1.1999999998124622e-06,0.0,0.0,0.14636166666666664,0.0044440000000000035,3.9890485968514717,12.155059132720105,0.164257555847569,13.567674113009199,3.9890485968514717,44066.0,0.0,0.01289565651522716,0,0,0
missing,,21574.0,0.0,1611.0,,,,,2195.3,1611.0,0.0,133.76,0.1165089999999999,0.101397,40.606701,0.0,160.17,1.2,1.2,1,282.94,5,ldkssxwpmemidmecebumciepifcamkci,26.4,0.12489516666666665,0.004027323966771666,0.119514,0.128134,0.10455966666666666,0.0018179645127716175,0.101845,0.105997,0.074351,0.0005611392632201695,0.074002,0.075482,40.5795475,0.04702911593876388,40.56596939999999,40.728885,24.347725139999998,0.02821822537736934,24.33957804,24.43733004,16.23181636,0.018812780286449074,16.22638296,16.29155496,-0.008620000000000003,-0.002937999999999996,0.0014259999999999967,0.16291560000000516,0.09774935999999812,0.06516623999999993,0.020335499999999992,0.008128000000000093,5.388090349075975,11.366622864651774,-0.5913272010512484,14.487516425755585,5.388090349075975,21574.0,0.8960786131454529,0.013114860480207657,0,0,0
missing,foosdfpfkusacimwkcsosbicdxkicaua,71666.0,0.0,5842.0,765.37,765.37,9380.91,595.7,7356.69,5842.0,0.0,144.42,0.114658,0.099545,40.606701,0.0,595.7,27.96,27.96,1,755.08,3,lxidpiddsbxsbosboudacockeimpuepw,28.0,0.12320216666666667,0.00396965244261404,0.118272,0.1264,0.10272350000000001,0.001938826800835073,0.10011,0.104262,0.07249366666666666,0.00043939593520967823,0.072268,0.073433,40.565971499999996,1.8537431438474394e-06,40.56596939999999,40.565973,24.339579139999998,1.3594116379235292e-06,24.33957804,24.33958068,16.22638536,2.965989026474443e-06,16.22638296,16.22638872,-0.006995000000000015,-0.003002999999999992,0.0011110000000000009,3.600000006542814e-06,-2.640000001719045e-06,-5.760000000520904e-06,0.02047866666666666,0.00812800000000001,3.030800821355236,11.629434954007884,-0.36136662286465177,13.567674113009199,3.030800821355236,71666.0,0.9782044484134735,0.010536098010214049,0,1,1
